Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
62,KUNNAMKULAM,ANEESHKUMAR K K,M,37,GEN,BJP,29287,38,29325,191274,150925
62,KUNNAMKULAM,JILEEF,M,35,GEN,SDPI,1204,0,1204,191274,150925
62,KUNNAMKULAM,SULAIMAN,M,56,GEN,PDP,710,0,710,191274,150925
62,KUNNAMKULAM,None of the Above,,,,NOTA,648,5,653,191274,150925
62,KUNNAMKULAM,SCHARIACHAN P C,M,52,GEN,IND,267,0,267,191274,150925
63,GURUVAYOOR,K.V. ABDUL KHADER,M,52,GEN,CPM,65939,149,66088,201801,147650
63,GURUVAYOOR,ADV. P.M. SADIQALI,M,45,GEN,IUML,50913,77,50990,201801,147650
63,GURUVAYOOR,ADV. NIVEDIDA,F,45,GEN,BJP,25447,43,25490,201801,147650
63,GURUVAYOOR,P.R. SIYAD,M,40,GEN,SDPI,1406,0,1406,201801,147650
63,GURUVAYOOR,K.G.MOHANAN,M,58,GEN,WPOI,1380,2,1382,201801,147650
63,GURUVAYOOR,MUHAMMED RASHEED ARAKKAL,M,52,GEN,PDP,915,0,915,201801,147650
63,GURUVAYOOR,None of the Above,,,,NOTA,604,1,605,201801,147650
63,GURUVAYOOR,C.V. PREMRAJ,M,48,SC,SUCI,314,0,314,201801,147650
63,GURUVAYOOR,ABDUL KHADER KUMBILAVALAPPIL,M,59,GEN,IND,256,0,256,201801,147650
63,GURUVAYOOR,SASI ANJOOR,M,43,SC,IND,204,0,204,201801,147650
64,MANALUR,MURALI PERUNELLY,M,65,GEN,CPM,70090,332,70422,211930,162620
64,MANALUR,O.ABDU RAHIMANKUTTY,M,61,GEN,INC,50817,280,51097,211930,162620
64,MANALUR,A.N.RADHAKRISHNAN,M,55,GEN,BJP,37622,58,37680,211930,162620
64,MANALUR,HUSSAIR.K.K,M,41,GEN,SDPI,1178,2,1180,211930,162620
64,MANALUR,None of the Above,,,,NOTA,729,1,730,211930,162620
64,MANALUR,ABHAYAN.N.A,M,39,SC,BSP,585,3,588,211930,162620
64,MANALUR,MOIDUTTY HAJI,M,48,GEN,PDP,529,0,529,211930,162620
64,MANALUR,SHAJI KURIYAN. PANANGHAT,M,50,GEN,IND,261,1,262,211930,162620
64,MANALUR,SOMAN PILLAI,M,64,GEN,IND,132,0,132,211930,162620
65,WADAKKANCHERY,ANIL AKKARA,M,43,GEN,INC,65091,444,65535,197483,159781
65,WADAKKANCHERY,MARY THOMAS,F,57,GEN,CPM,64976,516,65492,197483,159781
65,WADAKKANCHERY,ADV. ULLAS BABU,M,34,GEN,BJP,26544,108,26652,197483,159781
65,WADAKKANCHERY,None of the Above,,,,NOTA,960,9,969,197483,159781
65,WADAKKANCHERY,GADDAFI A K,M,34,GEN,SDPI,476,1,477,197483,159781
65,WADAKKANCHERY,P K SUBRAMANIAN,M,65,SC,BSP,419,0,419,197483,159781
65,WADAKKANCHERY,ANIL,M,35,SC,IND,237,0,237,197483,159781
66,OLLUR,ADV. K. RAJAN,M,42,GEN,CPI,71271,395,71666,193404,150719
66,OLLUR,M P VINCENT,M,52,GEN,INC,58171,247,58418,193404,150719
66,OLLUR,P.K. SANTHOSH (LALA),M,44,GEN,BDJS,17650,44,17694,193404,150719
66,OLLUR,None of the Above,,,,NOTA,1146,5,1151,193404,150719
66,OLLUR,MAJEED MULLAKARA,M,48,GEN,PDP,694,2,696,193404,150719
66,OLLUR,SAJIMON MANJAMATTAM,M,47,GEN,CPIM,334,0,334,193404,150719
66,OLLUR,VINCENT M  D. MAROTTIKKAL,M,62,GEN,IND,279,0,279,193404,150719
66,OLLUR,K. G. RAJAN,M,63,GEN,IND,267,0,267,193404,150719
66,OLLUR,V. N. ASOKAN,M,58,GEN,IND,214,0,214,193404,150719
67,THRISSUR,ADV.V S SUNILKUMAR,M,46,GEN,CPI,53100,564,53664,172358,127191
67,THRISSUR,PADMAJA VENUGOPAL,F,55,GEN,INC,46365,312,46677,172358,127191
67,THRISSUR,ADV. B GOPALAKRISHNAN,M,53,GEN,BJP,24658,90,24748,172358,127191
67,THRISSUR,None of the Above,,,,NOTA,1126,2,1128,172358,127191
67,THRISSUR,DR. ANTONY J MALIAKAL,M,82,GEN,IND,255,1,256,172358,127191
67,THRISSUR,P.S.UNNIKRISHNAN,M,50,GEN,SP,226,0,226,172358,127191
67,THRISSUR,RAJI MANI,F,43,GEN,PDP,152,2,154,172358,127191
67,THRISSUR,S T PARAMASIVAN,M,56,GEN,IND,153,0,153,172358,127191
67,THRISSUR,M PRADEEPAN,M,42,GEN,SUCI,111,0,111,172358,127191
67,THRISSUR,SANTHAKUMARI K V,F,57,SC,IGP,74,0,74,172358,127191
68,NATTIKA,GEETHA GOPI,F,42,SC,CPI,69869,349,70218,196781,150512
68,NATTIKA,K.V. DASAN,M,56,SC,INC,43280,161,43441,196781,150512
68,NATTIKA,T.V. BABU,M,59,SC,BDJS,33561,89,33650,196781,150512
68,NATTIKA,None of the Above,,,,NOTA,900,3,903,196781,150512
68,NATTIKA,ARUMUGHAN SNEHATHEERAM,M,61,SC,PDP,534,0,534,196781,150512
68,NATTIKA,A.K. SANTHOSH,M,48,SC,BSP,529,1,530,196781,150512
68,NATTIKA,T.K.PRASAD,M,48,SC,IND,501,1,502,196781,150512
68,NATTIKA,N.M. PUSHPANGADHAN,M,56,SC,CPIM,253,0,253,196781,150512
68,NATTIKA,CHANDRAN VAKEEL,M,64,SC,IND,168,0,168,196781,150512
68,NATTIKA,NINU K. B.,F,26,SC,IND,163,0,163,196781,150512
68,NATTIKA,SIVADAS N,M,69,SC,IGP,150,0,150,196781,150512
69,KAIPAMANGALAM,E T TAISON MASTER,M,51,GEN,CPI,66529,295,66824,169907,134726
69,KAIPAMANGALAM,M T MUHAMMED NAHAS,M,30,GEN,RSP,33291,93,33384,169907,134726
69,KAIPAMANGALAM,UNNIKRISHNAN THASHNATH,M,49,GEN,BDJS,29976,65,30041,169907,134726
69,KAIPAMANGALAM,K K SHAJAHAN,M,42,GEN,WPOI,1989,13,2002,169907,134726
69,KAIPAMANGALAM,ABDUL KAREEM P M,M,56,GEN,PDP,623,1,624,169907,134726
69,KAIPAMANGALAM,None of the Above,,,,NOTA,565,0,565,169907,134726
69,KAIPAMANGALAM,K H MOHAMMED RAFEEK,M,45,GEN,SDP,564,0,564,169907,134726
69,KAIPAMANGALAM,P A KUTTAPPAN,M,59,GEN,IND,257,0,257,169907,134726
69,KAIPAMANGALAM,BIJU ITTITHARA,M,40,GEN,IND,238,0,238,169907,134726
69,KAIPAMANGALAM,N D VENU,M,42,GEN,CPIM,227,0,227,169907,134726
70,IRINJALAKKUDA,PROF. K.U. ARUNAN (E),M,68,GEN,CPM,59380,350,59730,191930,149324
70,IRINJALAKKUDA,ADV. THOMAS UNNIYADAN,M,57,GEN,KEC(M),56774,245,57019,191930,149324
70,IRINJALAKKUDA,SANTHOSH CHERAKULAM,M,51,GEN,BJP,30346,74,30420,191930,149324
70,IRINJALAKKUDA,None of the Above,,,,NOTA,856,1,857,191930,149324
70,IRINJALAKKUDA,V.C. UNNIKRISHNAN,M,57,SC,BSP,638,1,639,191930,149324
70,IRINJALAKKUDA,DAVIS CHATHELI,M,56,GEN,IND,344,1,345,191930,149324
70,IRINJALAKKUDA,AYYAPPAN MANAYKAL,M,53,SC,CPIM,314,0,314,191930,149324
71,PUTHUKKAD,PROF.C.RAVEENDRANATH,M,60,GEN,CPM,79032,432,79464,195265,158721
71,PUTHUKKAD,SUNDARAN KUNNATHULLY,M,50,GEN,INC,40857,129,40986,195265,158721
71,PUTHUKKAD,A NAGESH(PARAMESWARAN),M,47,GEN,BJP,35757,76,35833,195265,158721
71,PUTHUKKAD,None of the Above,,,,NOTA,778,1,779,195265,158721
71,PUTHUKKAD,ASIF NIYAS,M,34,GEN,PDP,519,0,519,195265,158721
71,PUTHUKKAD,C.V.VIJAYAN,M,47,SC,IND,431,0,431,195265,158721
71,PUTHUKKAD,SANTHOSH POLAKULATH,M,47,GEN,SHS,239,0,239,195265,158721
71,PUTHUKKAD,JAYAN KONIKKARA,M,49,SC,CPIM,237,0,237,195265,158721
71,PUTHUKKAD,SANTHOSH IYTHADAN,M,40,SC,IND,233,0,233,195265,158721
72,CHALAKKUDY,B. D. DEVASSY,M,65,GEN,CPM,73793,458,74251,190675,150394
72,CHALAKKUDY,T. U. RADHAKRISHNAN,M,62,GEN,INC,47410,193,47603,190675,150394
72,CHALAKKUDY,UNNIKRISHNAN. K. A,M,48,GEN,BDJS,26139,90,26229,190675,150394
72,CHALAKKUDY,None of the Above,,,,NOTA,739,0,739,190675,150394
72,CHALAKKUDY,AYYAPPAN VAZHAVALAPPIL,M,62,SC,BSP,561,0,561,190675,150394
72,CHALAKKUDY,JIJO,M,45,GEN,IND,367,0,367,190675,150394
72,CHALAKKUDY,SABU CHATHELY,M,38,GEN,IND,304,0,304,190675,150394
72,CHALAKKUDY,A. E. SABIRA,F,57,GEN,IND,191,0,191,190675,150394
72,CHALAKKUDY,N. A. DEVASSY NELLIPPILLY,M,61,GEN,IND,149,0,149,190675,150394
73,KODUNGALLUR,V R SUNILKUMAR,M,47,GEN,CPI,67491,418,67909,186847,148577
73,KODUNGALLUR,K P DHANAPALAN,M,66,GEN,INC,44954,164,45118,186847,148577
73,KODUNGALLUR,SANGEETHA,F,39,GEN,BDJS,32715,78,32793,186847,148577
73,KODUNGALLUR,None of the Above,,,,NOTA,883,3,886,186847,148577
73,KODUNGALLUR,MANAF A K,M,51,GEN,SDPI,558,0,558,186847,148577
73,KODUNGALLUR,RADHAKRISHNAN C K,M,45,SC,IND,411,0,411,186847,148577
73,KODUNGALLUR,SUBRAMANIAN,M,58,SC,BSP,367,0,367,186847,148577
73,KODUNGALLUR,RAJAN,M,63,GEN,IND,210,0,210,186847,148577
73,KODUNGALLUR,C S KRISHNAKUMAR,M,38,GEN,SUCI,200,0,200,186847,148577
73,KODUNGALLUR,JOSHY KUMAR K V,M,59,GEN,IND,125,0,125,186847,148577
74,PERUMBAVOOR,ADV. ELDHOSE KUNNAPPILLY,M,37,GEN,INC,64022,263,64285,172965,145727
74,PERUMBAVOOR,SAJU PAUL,M,47,GEN,CPM,56829,368,57197,172965,145727
74,PERUMBAVOOR,E S BIJU,M,45,GEN,BJP,19710,21,19731,172965,145727
74,PERUMBAVOOR,V K SHOUKKATH ALI,M,39,GEN,SDPI,2061,0,2061,172965,145727
74,PERUMBAVOOR,THOMAS K GEORGE,M,60,GEN,WPOI,970,1,971,172965,145727
74,PERUMBAVOOR,None of the Above,,,,NOTA,830,1,831,172965,145727
74,PERUMBAVOOR,JOHN PERUVANTHANAM,M,56,GEN,IND,385,0,385,172965,145727
74,PERUMBAVOOR,M M YOOSAF,M,40,GEN,IND,134,0,134,172965,145727
74,PERUMBAVOOR,P K SIVAN,M,44,SC,IND,132,0,132,172965,145727
75,ANGAMALY,ROJI M JOHN,M,34,GEN,INC,66490,176,66666,163696,136157
75,ANGAMALY,BENNY MOONJELY,M,52,GEN,JD(S),57212,268,57480,163696,136157
75,ANGAMALY,P J BABU,M,50,GEN,KEC,9004,10,9014,163696,136157
75,ANGAMALY,None of the Above,,,,NOTA,809,2,811,163696,136157
75,ANGAMALY,JAYANTHI AVINASH,F,39,GEN,BSP,742,0,742,163696,136157
75,ANGAMALY,M K KANJANAVALLY,F,54,GEN,SUCI,594,1,595,163696,136157
75,ANGAMALY,P R MANICKYAMANGALAM (P R MOHANAN),M,53,GEN,IND,385,0,385,163696,136157
75,ANGAMALY,SUNNY THOMAS MADASSERY,M,47,GEN,IND,245,0,245,163696,136157
75,ANGAMALY,SHAJAN THATTIL,M,40,GEN,SP,219,0,219,163696,136157
76,ALUVA,ANWAR SADATH,M,41,GEN,INC,69416,152,69568,176505,146805
76,ALUVA,ADV V SALEEM,M,45,GEN,CPM,50490,243,50733,176505,146805
76,ALUVA,LATHA GANGADHARAN,F,50,GEN,BJP,19322,27,19349,176505,146805
76,ALUVA,SAMAD P I,M,49,GEN,WPOI,2022,9,2031,176505,146805
76,ALUVA,JOSE MAVELY,M,65,GEN,IND,1725,1,1726,176505,146805
76,ALUVA,AJMAL ISMAIL,M,32,GEN,SDPI,1716,0,1716,176505,146805
76,ALUVA,None of the Above,,,,NOTA,748,2,750,176505,146805
76,ALUVA,NAZAR KODIKUTHUMALA,M,49,GEN,PDP,480,0,480,176505,146805
76,ALUVA,SHAMSUDHEEN C A,M,58,GEN,IND,138,0,138,176505,146805
76,ALUVA,A BRAHMAKUMAR,M,39,SC,SUCI,114,0,114,176505,146805
76,ALUVA,REJIMON,M,32,GEN,IND,114,0,114,176505,146805
76,ALUVA,KHALID MUNDAPPILLY,M,68,GEN,IND,86,0,86,176505,146805
77,KALAMASSERY,V K EBRAHIM KUNJU,M,63,GEN,IUML,68441,285,68726,190530,154882
77,KALAMASSERY,A M YOUSAF,M,64,GEN,CPM,56314,294,56608,190530,154882
77,KALAMASSERY,V GOPAKUMAR,M,46,GEN,BDJS,24206,38,24244,190530,154882
77,KALAMASSERY,SHAFEER MUHAMMED,M,36,GEN,SDPI,1706,0,1706,190530,154882
77,KALAMASSERY,PREMA  G PISHARADY,F,48,GEN,WPOI,1387,4,1391,190530,154882
77,KALAMASSERY,None of the Above,,,,NOTA,1081,0,1081,190530,154882
77,KALAMASSERY,V M ALIYAR,M,41,GEN,PDP,633,1,634,190530,154882
77,KALAMASSERY,UNNIKRISHNAN N A,M,45,SC,IND,182,0,182,190530,154882
77,KALAMASSERY,P K YOUSEF PANTHALAKKODATH,M,50,GEN,IND,155,0,155,190530,154882
77,KALAMASSERY,YUSSUF KODOPPILLY,M,53,GEN,IND,155,0,155,190530,154882
78,PARAVUR,V D SATHEESAN,M,51,GEN,INC,74606,379,74985,191307,160576
78,PARAVUR,SARADA MOHAN,F,62,GEN,CPI,53912,439,54351,191307,160576
78,PARAVUR,HARI VIJAYAN,M,54,GEN,BDJS,27982,115,28097,191307,160576
78,PARAVUR,FAIZAL,M,38,GEN,SDPI,923,0,923,191307,160576
78,PARAVUR,None of the Above,,,,NOTA,889,11,900,191307,160576
78,PARAVUR,SIJIKUMAR K K,M,41,GEN,BSP,556,1,557,191307,160576
78,PARAVUR,SHINSA SELVARAJ,F,26,SC,IND,302,0,302,191307,160576
78,PARAVUR,SATHYANESAN,M,49,SC,IND,261,0,261,191307,160576
78,PARAVUR,JOSE THOMAS,M,60,GEN,MCPI,200,0,200,191307,160576
79,VYPEN,S SARMA,M,62,GEN,CPM,68135,391,68526,164237,131169
79,VYPEN,K R SUBHASH,M,57,GEN,INC,49042,131,49173,164237,131169
79,VYPEN,VAMALOCHANAN K K,M,67,GEN,BDJS,10031,20,10051,164237,131169
79,VYPEN,JYOTHIVAS PARAVUR,M,43,SC,WPOI,1403,3,1406,164237,131169
79,VYPEN,None of the Above,,,,NOTA,908,2,910,164237,131169
79,VYPEN,MANJULADEVI,F,29,GEN,CPIM,248,0,248,164237,131169
79,VYPEN,RAJEEV NAAGAN,M,47,SC,APOI,230,1,231,164237,131169
79,VYPEN,SUBHASH K S,M,31,GEN,IND,217,0,217,164237,131169
79,VYPEN,K D VISWANATHAN,M,59,SC,PDP,183,0,183,164237,131169
79,VYPEN,KODICKAL SADASIVAN,M,41,GEN,IND,136,0,136,164237,131169
79,VYPEN,S D SATHEESH,M,48,GEN,IND,88,0,88,164237,131169
80,KOCHI,K J MAXY,M,53,GEN,CPM,47818,149,47967,171380,123954
80,KOCHI,DOMINIC PRESENTATION,M,67,GEN,INC,46798,83,46881,171380,123954
80,KOCHI,PRAVEEN DHAMODARA PRABHU,M,47,GEN,BJP,15191,21,15212,171380,123954
80,KOCHI,K J LEENUS,M,63,GEN,IND,7585,3,7588,171380,123954
80,KOCHI,A S MUHAMMED,M,51,GEN,WPOI,2354,3,2357,171380,123954
80,KOCHI,SULFIKAR ALI,M,40,GEN,SDPI,2108,0,2108,171380,123954
80,KOCHI,None of the Above,,,,NOTA,1001,1,1002,171380,123954
80,KOCHI,T P ANTONY,M,66,GEN,PDP,386,0,386,171380,123954
80,KOCHI,JOHNY STEPHEN,M,32,GEN,IND,180,0,180,171380,123954
80,KOCHI,JAYARAJ K S,M,28,SC,IND,172,0,172,171380,123954
80,KOCHI,ABDUL SAMAD,M,54,GEN,IND,101,0,101,171380,123954
81,THRIPUNITHURA,ADV. M SWARAJ,M,36,GEN,CPM,62346,351,62697,198245,154685
81,THRIPUNITHURA,K BABU,M,65,GEN,INC,58038,192,58230,198245,154685
81,THRIPUNITHURA,PROF. THURAVOOR VISWAMBHARAN,M,72,GEN,BJP,29751,92,29843,198245,154685
81,THRIPUNITHURA,None of the Above,,,,NOTA,1027,1,1028,198245,154685
81,THRIPUNITHURA,T A KAMARUDHEEN,M,38,GEN,BSP,682,1,683,198245,154685
81,THRIPUNITHURA,SUDHEER YOUSAF,M,35,GEN,SDPI,594,0,594,198245,154685
81,THRIPUNITHURA,PADMINI D NETTOOR,F,44,GEN,PDP,410,0,410,198245,154685
81,THRIPUNITHURA,SWARAJ MANICKATHAN,M,36,GEN,IND,394,0,394,198245,154685
81,THRIPUNITHURA,SAJU KOLATTUKUDY,M,46,GEN,IND,172,0,172,198245,154685
81,THRIPUNITHURA,SUDHA M P,F,48,GEN,SUCI,156,0,156,198245,154685
81,THRIPUNITHURA,SONIA JOSE,F,39,GEN,IND,128,0,128,198245,154685
81,THRIPUNITHURA,GIREESH BABU,M,42,GEN,IND,122,0,122,198245,154685
81,THRIPUNITHURA,K N PRADEEP,M,38,GEN,IND,116,0,116,198245,154685
81,THRIPUNITHURA,AYYAPPAN,M,41,GEN,IND,112,0,112,198245,154685
82,ERANAKULAM,HIBI EDEN,M,33,GEN,INC,57692,127,57819,154092,110508
82,ERANAKULAM,M ANIL KUMAR,M,41,GEN,CPM,35703,167,35870,154092,110508
82,ERANAKULAM,N K MOHANDAS,M,65,GEN,BJP,14848,30,14878,154092,110508
82,ERANAKULAM,None of the Above,,,,NOTA,938,2,940,154092,110508
82,ERANAKULAM,IQBAL THAMARASSERY,M,53,GEN,BSP,397,0,397,154092,110508
82,ERANAKULAM,RUBESH JIMMY MADATHIPRAMBAN,M,31,GEN,SP,258,0,258,154092,110508
82,ERANAKULAM,JOSSEY MATHEW,M,41,GEN,IND,117,0,117,154092,110508
82,ERANAKULAM,ANILKUMAR ANANTHAPURAM,M,45,GEN,IND,115,0,115,154092,110508
82,ERANAKULAM,ANILKUMAR PULIYOTH,M,48,GEN,IND,114,0,114,154092,110508
83,THRIKKAKARA,ADV.P T THOMAS            E,M,65,GEN,INC,61268,183,61451,181261,135304
83,THRIKKAKARA,DR.SEBASTIAN PAUL,M,69,GEN,CPM,49209,246,49455,181261,135304
83,THRIKKAKARA,S SAJI,M,45,GEN,BJP,21188,59,21247,181261,135304
83,THRIKKAKARA,None of the Above,,,,NOTA,1271,4,1275,181261,135304
83,THRIKKAKARA,K M SHAJAHAN,M,49,GEN,SDPI,956,0,956,181261,135304
83,THRIKKAKARA,ADV. SHIBU P A,M,40,SC,BSP,346,0,346,181261,135304
83,THRIKKAKARA,VINOD P K,M,39,SC,IND,175,0,175,181261,135304
83,THRIKKAKARA,SILVI SUNIL,F,40,GEN,IND,147,0,147,181261,135304
83,THRIKKAKARA,SREEDHARAN,M,67,SC,IND,82,0,82,181261,135304
83,THRIKKAKARA,LAL VISWAN,M,49,GEN,IND,60,0,60,181261,135304
83,THRIKKAKARA,RAHUL R,M,26,GEN,IND,58,0,58,181261,135304
83,THRIKKAKARA,P H RAMACHANDRAN,M,45,GEN,IND,52,0,52,181261,135304
84,KUNNATHUNAD,V P  SAJEENDRAN,M,46,SC,INC,65182,263,65445,172595,148317
84,KUNNATHUNAD,ADV. SHIJI SIVAJI,F,37,SC,CPM,62409,357,62766,172595,148317
84,KUNNATHUNAD,THURAVOOR SURESH,M,42,SC,BDJS,16407,52,16459,172595,148317
84,KUNNATHUNAD,N O KUTTAPPAN,M,59,SC,SP,1263,0,1263,172595,148317
84,KUNNATHUNAD,None of the Above,,,,NOTA,1178,1,1179,172595,148317
84,KUNNATHUNAD,ORNA KRISHNANKUTTY,M,56,SC,PDP,653,0,653,172595,148317
84,KUNNATHUNAD,SAJEENDRAN PARAPPURATH,M,50,SC,IND,436,0,436,172595,148317
84,KUNNATHUNAD,MANOJ,M,29,SC,CPI(ML)(L),116,0,116,172595,148317
85,PIRAVOM,ANOOP JACOB,M,38,GEN,KEC(J),73543,227,73770,200003,161170
85,PIRAVOM,M.J.JACOB,M,74,GEN,CPM,67169,406,67575,200003,161170
85,PIRAVOM,C.P.SATHYAN,M,60,GEN,BDJS,17454,49,17503,200003,161170
85,PIRAVOM,None of the Above,,,,NOTA,964,0,964,200003,161170
85,PIRAVOM,GIREESH,M,39,GEN,PPGP,485,0,485,200003,161170
85,PIRAVOM,K.O.SUDHEER,M,45,SC,SUCI,342,0,342,200003,161170
85,PIRAVOM,ANOOP,M,35,GEN,IND,298,0,298,200003,161170
85,PIRAVOM,RAJAN,M,45,SC,IND,233,0,233,200003,161170
86,MUVATTUPUZHA,ELDHO ABRAHAM,M,40,GEN,CPI,69801,468,70269,177939,142616
86,MUVATTUPUZHA,JOSEPH VAZHACKAN,M,59,GEN,INC,60624,270,60894,177939,142616
86,MUVATTUPUZHA,ADV. P J THOMAS,M,56,GEN,BJP,9726,33,9759,177939,142616
86,MUVATTUPUZHA,None of the Above,,,,NOTA,634,1,635,177939,142616
86,MUVATTUPUZHA,P K ABOOBACKAR THANGAL (KHAMARUDHEEN THANGAL),M,43,GEN,PDP,511,1,512,177939,142616
86,MUVATTUPUZHA,P P MOIDEENKUNJU,M,54,GEN,SDPI,425,1,426,177939,142616
86,MUVATTUPUZHA,JUSTIN T D,M,28,GEN,IND,121,0,121,177939,142616
87,KOTHAMANGALAM,ANTONY JOHN,M,33,GEN,CPM,64977,490,65467,159539,128427
87,KOTHAMANGALAM,CHEV. T.U.KURUVILLA,M,79,GEN,KEC(M),45926,259,46185,159539,128427
87,KOTHAMANGALAM,"P C CYRIAC, I.A.S.(RETD)",M,73,GEN,IND,12898,28,12926,159539,128427
87,KOTHAMANGALAM,PROF. ANAS N A,M,35,GEN,SDPI,1487,3,1490,159539,128427
87,KOTHAMANGALAM,None of the Above,,,,NOTA,802,1,803,159539,128427
87,KOTHAMANGALAM,YAHIYA THANGAL,M,41,GEN,PDP,775,0,775,159539,128427
87,KOTHAMANGALAM,T.K.KURUVILA THOTTATHIL,M,70,GEN,IND,357,0,357,159539,128427
87,KOTHAMANGALAM,ADV. CHERIAN ABRAHAM,M,46,GEN,IND,261,0,261,159539,128427
87,KOTHAMANGALAM,ANTO JOHNY,M,25,GEN,IND,163,0,163,159539,128427
88,DEVIKULAM,S RAJENDRAN,M,51,SC,CPM,49333,177,49510,164803,117382
88,DEVIKULAM,A K MONY,M,61,SC,INC,43617,111,43728,164803,117382
88,DEVIKULAM,R M DHANALAKSHMY,F,51,SC,ADMK,11611,2,11613,164803,117382
88,DEVIKULAM,N CHANDRAN,M,55,SC,BJP,9570,22,9592,164803,117382
88,DEVIKULAM,None of the Above,,,,NOTA,918,3,921,164803,117382
88,DEVIKULAM,J RAJESWARY,F,45,SC,IND,649,1,650,164803,117382
88,DEVIKULAM,RAJENDRAN R,M,34,SC,PDP,485,0,485,164803,117382
88,DEVIKULAM,C K GOVINDHAN,M,63,SC,IND,302,1,303,164803,117382
88,DEVIKULAM,K MANIKANDAN,M,41,SC,IND,267,0,267,164803,117382
88,DEVIKULAM,PANDIRAJ,M,51,SC,IND,184,0,184,164803,117382
88,DEVIKULAM,K P AYYAPPAN,M,63,SC,IND,129,0,129,164803,117382
89,UDUMBANCHOLA,M.M. MANI,M,71,GEN,CPM,50537,276,50813,166770,126018
89,UDUMBANCHOLA,ADV.SENAPATHY VENU,M,51,GEN,INC,49500,204,49704,166770,126018
89,UDUMBANCHOLA,SAJI PARAMBATH,M,36,GEN,BDJS,21741,58,21799,166770,126018
89,UDUMBANCHOLA,B.SOMAN,M,49,GEN,ADMK,1651,0,1651,166770,126018
89,UDUMBANCHOLA,SHANAVAS BAKER,M,39,GEN,SDPI,831,0,831,166770,126018
89,UDUMBANCHOLA,None of the Above,,,,NOTA,601,1,602,166770,126018
89,UDUMBANCHOLA,RAJU MANJAKKUNNEL,M,59,GEN,BSP,486,0,486,166770,126018
89,UDUMBANCHOLA,M J FRANSIS,M,43,GEN,IND,132,0,132,166770,126018
90,THODUPUZHA,P.J. JOSEPH,M,74,GEN,KEC(M),76177,387,76564,195987,141574
90,THODUPUZHA,ADV. ROY VARICATTU,M,59,GEN,IND,30755,222,30977,195987,141574
90,THODUPUZHA,ADV. S. PRAVEEN,M,40,GEN,BDJS,28703,142,28845,195987,141574
90,THODUPUZHA,ROY ARACKAL,M,47,GEN,SDPI,1293,1,1294,195987,141574
90,THODUPUZHA,None of the Above,,,,NOTA,1215,4,1219,195987,141574
90,THODUPUZHA,NISHA JIMMY,F,30,GEN,SUCI,810,1,811,195987,141574
90,THODUPUZHA,NAJEEB KALARICKAL,M,35,GEN,PDP,710,0,710,195987,141574
90,THODUPUZHA,P.J. AMBILY,F,44,SC,BSP,439,1,440,195987,141574
90,THODUPUZHA,SANTHOSH P K,M,44,SC,IND,292,0,292,195987,141574
90,THODUPUZHA,K M VEENAS,M,65,GEN,IND,228,0,228,195987,141574
90,THODUPUZHA,PAREETH,M,60,GEN,IND,194,0,194,195987,141574
91,IDUKKI,ROSHY AUGUSTINE,M,47,GEN,KEC(M),60255,301,60556,184218,141278
91,IDUKKI,ADV. K FRANCIS GEORGE,M,60,GEN,IND,50758,465,51223,184218,141278
91,IDUKKI,BIJU MADHAVAN,M,45,GEN,BDJS,27282,121,27403,184218,141278
91,IDUKKI,SABU KOCHUPARAMBIL,M,39,SC,BSP,562,4,566,184218,141278
91,IDUKKI,P.T POOMKUDY,M,77,GEN,IND,436,0,436,184218,141278
91,IDUKKI,None of the Above,,,,NOTA,431,2,433,184218,141278
91,IDUKKI,BABU KOZHIMALA,M,48,GEN,SDPI,411,0,411,184218,141278
91,IDUKKI,IDUKKI  RAVI,M,46,ST,IND,250,0,250,184218,141278
92,PEERUMADE,E S BIJIMOL,F,44,GEN,CPI,56341,243,56584,175524,128768
92,PEERUMADE,ADV. SYRIAC THOMAS,M,50,GEN,INC,56108,162,56270,175524,128768
92,PEERUMADE,KUMAR,M,43,GEN,BJP,11815,18,11833,175524,128768
92,PEERUMADE,ABDUL KHADER,M,51,GEN,ADMK,2862,0,2862,175524,128768
92,PEERUMADE,BENNY THOMAS,M,47,GEN,BSP,488,1,489,175524,128768
92,PEERUMADE,None of the Above,,,,NOTA,444,4,448,175524,128768
92,PEERUMADE,RAMASWAMY GOVINDAN,M,57,SC,IND,175,0,175,175524,128768
92,PEERUMADE,JOSEPH M T,M,56,GEN,IND,107,0,107,175524,128768
93,PALA,K M MANI,M,83,GEN,KEC(M),58490,394,58884,180091,139775
93,PALA,MANI C KAPPEN,M,59,GEN,NCP,53816,365,54181,180091,139775
93,PALA,N HARI,M,38,GEN,BJP,24724,97,24821,180091,139775
93,PALA,None of the Above,,,,NOTA,902,5,907,180091,139775
93,PALA,ADV. JOSE THOMAS PANDIYAMMAKKAL,M,63,GEN,IND,484,5,489,180091,139775
93,PALA,ANTONY,M,40,GEN,IND,217,0,217,180091,139775
93,PALA,SHAIJU PONKUNNAM,M,42,SC,IND,103,0,103,180091,139775
93,PALA,HASSAN KUNJU P S,M,59,GEN,IND,90,0,90,180091,139775
93,PALA,BABU,M,50,GEN,IND,83,0,83,180091,139775
